id,date,ticker,tweet
102627,30/04/2020,AAPL,$AAPL   Hey - I didn’t look all day!  This isn’t bad.  I’ll take it. 🚀
102628,30/04/2020,AMZN,$AMZN Absolutely no one has promised what Amazon promised!  2B spend on Covid protection?  Crazy!  🔥🔥🔥
102629,30/04/2020,DIS,"$DIS wow.  So disappointed about apple.  Tomorrow will be a bad red day.  Buy some puts.  

I hate be a bear. 🐻 But the market looks bad."
102630,30/04/2020,BABA,"$BABA Buy puts tomorrow. I’m going with the tide.  Not looking good

I hate be a bear 🐻."
102631,30/04/2020,TSLA,$TSLA I wonder how much my 775 puts are worth 🤔🤔
102632,30/04/2020,TSLA,$TSLA good news 📰 tomorrow will fly.......................... ..down 👇
102633,30/04/2020,TSLA,$TSLA fools with two weeks trading calling bear trap 🤡
102634,01/05/2020,AMZN,$AMZN if this hits $2500 tomorrow I’ll buy everyone a beer 🍺
102635,01/05/2020,BA,$BA glad I loaded up again at 137 now 😅 hopefully tomorrow is a good day!
102636,01/05/2020,TSLA,"$TSLA oh by the way bulls, besides the obviously bs 10-Q, it's easy enough to note this company is overvalued massively just based on TSLA's own EV/EBIDTA numbers...or are you going to say now that those are fake too? 😂"
102637,01/05/2020,DIS,$DIS I love when bulls say but it’s a long term hold. I get it homie. It’s your retirement I’m an option trader so it’s not apples and apples. Don’t hate. Just do you. Your life it’s raining men. My homeboys raining paper. Show me the money 💰 trade
102638,01/05/2020,TSLA,$TSLA Chinese Tesla’s are on discount now.  Seems like a great way to boost margins. 🤡
102639,01/05/2020,TSLA,"$TSLA I think the bulls on the TSLA MB must have the lowest IQ of all the ST peeps.  It kind of depresses me. 
🐒"
102640,01/05/2020,TSLA,$TSLA Bears have ruled the day. Took down a 10% Pump turned it red 😀🐼🐾🐾
102641,01/05/2020,CCL,$CCL don’t worry I will buy at 10.00 😱😱🎉🎉
102642,01/05/2020,TSLA,$TSLA sold one earlier for 150% return cuz that’s how you secure profit. Riding one more cuz that’s how I do it 😂
102643,01/05/2020,TSLA,$TSLA tesla interior is the equivalent of a kia.  Shareholders need a reality check 🤯
102644,01/05/2020,TSLA,"$TSLA I hit my PT from last week $800 on calls 
Not time to make money on put 💰🤷‍♂️
Where is the money at I go"
102645,01/05/2020,TSLA,$TSLA when you stupidly hold an expiring put 20$ out of the money and wake up 20$ in the money in the morning... 👌🤑🤑🤑
102646,01/05/2020,MSFT,$MSFT LETS GO MICROSOFT 🔥🔥🔥🔥 LETS SHOW THE WORLD THIS IS MERICA !!!
102647,01/05/2020,TSLA,$TSLA Drop it low for daddy 😉
102648,01/05/2020,TSLA,$TSLA it would be funny if we go down and fill the gap @ $250 😎😈👊🏾🥵
102649,01/05/2020,BA,$BA the 🐻 are out in full effect that means we going up today lol
102650,01/05/2020,AMZN,"$AMZN AMAZON is AMAZON!! no downgrades, nor PT drop this morning!! 🤑🤑🤑"
102651,01/05/2020,XOM,$XOM heavily on short side here 🔥
102652,01/05/2020,BABA,$BABA   C’mon ...down below 195$ 😉
102653,01/05/2020,TSLA,$TSLA working on 2nd equity raise this year since saying no more ever 😂🤷‍♂️👍🚨🍿🤦‍♂️
102654,01/05/2020,TSLA,$TSLA Musk Lost it guys turns out he is more crazy than Trump 😂
102655,01/05/2020,TSLA,$TSLA this still above 700 wow 🤩
102656,01/05/2020,CCL,$CCL I do remember someone saying my puts would not print 🧐
102657,01/05/2020,AAPL,$AAPL sold calls at the perfect time🙌🏻
102658,01/05/2020,AMZN,"$AMZN got some of this. Looks like it wants back up 
Overreacted sell off? Check ✅
All technicals? Check ✅✅"
102659,01/05/2020,TSLA,$TSLA Even Ross Gerber is selling😂
102660,01/05/2020,TSLA,"$TSLA Musk learned his accounting standards, or lack thereof, during his time in China. 🤣🤣🤣🤣 The commies are masters at fraudulent accounting."
102661,01/05/2020,TSLA,$TSLA Time to sell. Price too high. 😂
102662,01/05/2020,TSLA,"$TSLA LMAOOOOO 

Gotta love when the CEO says the company is being overvalued 🤣🤣🤣"
102663,01/05/2020,TSLA,$TSLA the god-king musk can’t handle the share price bulls🤣😭😂
102664,01/05/2020,TSLA,$TSLA No sympathy for greedy pigs that don't know when to exit on a pump and dump 🐷
102665,01/05/2020,TSLA,$TSLA  he tricked my azz like this before when he waa talking about making mask.. Bearish.  But i still dont trust this muffagah.. 😂😂😂
102666,01/05/2020,TSLA,$TSLA now the board will give Elon a real twittersitter. HAHAHA 🤣
102667,01/05/2020,TSLA,$TSLA it seems like everyone on this board bought the rip and is selling the dip 😂
102668,01/05/2020,CCL,$CCL Can we just let it drop to $13s so everyones happy and can load up? 😄
102669,01/05/2020,TSLA,$TSLA C’mon SEC what are you waiting for? 🤣
102670,01/05/2020,TSLA,$TSLA How can you be bullish even if the company's own CEO is not bullish 😂😂😂 (Unless he is hacked)
102671,01/05/2020,TSLA,$TSLA Elons LSD peak kicking in. 😂 Twitter rage.
102672,01/05/2020,TSLA,$TSLA all pumpers deserve this! 😂 it’s a LT investment not a Fucken penny stock bunch of IDITOS!
102673,01/05/2020,TSLA,"$TSLA ah oh, bulls upset at Elon now.. 😆 sold ya a dream"
102674,01/05/2020,TSLA,$TSLA ELON is lising his mind on twitter 😂😂😂😂
102675,01/05/2020,TSLA,$TSLA HAHAHAHAHAHAAHAHA DO YOU BULLS STILL NOT BELIEVE THIS STOCK IS A COMPLETE FRAUD?!!🤡🤡🤡🤦‍♂️🤦‍♂️
102676,01/05/2020,TSLA,$TSLA Elon gonna say it’s a hack but we all know he was really smoking Doja and feeling extra salty About Alameda county law this morning 🤣
102677,01/05/2020,TSLA,$TSLA ok I like Elon now! 😂😂
102678,01/05/2020,TSLA,$TSLA Insider trading report: E. Musk hits bing and loads puts before logging onto Twitter 😆
102679,01/05/2020,TSLA,$TSLA those tweets. That stock price! 🤣🤣
102680,01/05/2020,TSLA,$TSLA a CEO publicly shorting his own company 🤣
102681,01/05/2020,TSLA,$TSLA Buuuuuurn baby burn. Delusional bulls calling for 1k 😂😂
102682,01/05/2020,TSLA,$TSLA he sure is right! It should around $285🥃😎💰💰
102683,01/05/2020,TSLA,$TSLA 😄  oh my Elon what r u smoking did you move on from weed or what
102684,01/05/2020,TSLA,$TSLA he’s going to devote his time to space x he’s going to the moon 🌚
102685,01/05/2020,TSLA,$TSLA how low can it go 🔪🔪🔪🔪😂😂😂
102686,01/05/2020,TSLA,$TSLA So much put money bizniches!!🤑🤑
102687,01/05/2020,TSLA,$TSLA y’all bulls some mad mfrs right now huh 😂😂😂😂😂😂😂😂😂😂
102688,01/05/2020,TSLA,$TSLA made a freaking profit on my 740-700 put spread that i bought a week ago😂😂😂
102689,01/05/2020,AMZN,$AMZN no customer  service phone or chat👎
102690,01/05/2020,TSLA,$TSLA tweet some more so I can get in at 400. 😂
102691,01/05/2020,TSLA,$TSLA the funny thing is people needed Elon to tell them the stock price is too high 😂
102692,01/05/2020,TSLA,$TSLA Elon just stated his opinion. No lawyer can win that at court. You can’t stop someones mind from saying what they want. This is AMERICA! Not a Banana republic China. 😂😂 True value is $400
102693,01/05/2020,TSLA,$TSLA i smoke pot 💨 too . I understand
102694,01/05/2020,TSLA,$TSLA ceo says sell and mofos are buying 🤔
102695,01/05/2020,TSLA,$TSLA  Elon might just be warning retail invst on what’s to come...this will go down with the rest of the market 😬
102696,01/05/2020,TSLA,$TSLA bulls crying so hard right now🤣🤣🤣🤣🤣
102697,01/05/2020,TSLA,$TSLA Way too high . Right Decision From The CEO ✊🏻
102698,01/05/2020,TSLA,"$TSLA I've always said, you've got a real genius in musk, lmao. Thanks for helping my short position Elon 👍🏼😆"
102699,01/05/2020,TSLA,$TSLA Normally it is against my philosopy to buy Call 800 😂 🤣
102700,01/05/2020,TSLA,$TSLA lmao I can’t believe anyone is buying right now🤦🏼‍♂️🤦🏼‍♂️🤦🏼‍♂️🤦🏼‍♂️
102701,01/05/2020,TSLA,$TSLA SEC must be watching twitter with popcorn😂😂 Time to knock Elon's door💥
102702,01/05/2020,TSLA,$TSLA  got my $250 put for next week🤞
102703,01/05/2020,TSLA,$TSLA imagine everyone who had Tesla calls expiring may 8th 🤣
102704,01/05/2020,TSLA,$TSLA he says its too high when its less than what he paid for it 😂😂😂
102705,01/05/2020,TSLA,"$TSLA Too high 😇😇 Without a single car sold in April and May , boy this will tank to 350 get ready by June-July."
102706,01/05/2020,TSLA,$TSLA Trump or Elon who is crazier 🧐??
102707,01/05/2020,TSLA,$TSLA the mans so smart he convinced himself to go insane...wow this man really is a genius and on another level 🤦‍♂️👀😂
102708,01/05/2020,DIS,$DIS earnings call going to be quick bc all their revenue going to be a few lines 😂
102709,01/05/2020,TSLA,"$TSLA Good news for board members concerned about any legal liabilities, Tesla cancelled the policy and Musk is writing the checks to your lawyers 🤣🤣"
102710,01/05/2020,TSLA,$TSLA Elon selling all his possession is the right thing to do cause he might be filing for bankruptcy soon... so all you BULL's can't get anything suing Elon cause HE WILL BE DISPOSING EVERYTHING... yikessssssssss 😂😂😂😂😂😂😜😜😜😜😜😜
102711,01/05/2020,TSLA,"$TSLA CEO says price should be lower, yet we still have buyers. 😂🤦🏻‍♂️"
102712,01/05/2020,TSLA,$TSLA this guy could of’ve done a reverse split. Instead he threw a tweet to lose market cap Lmao 😂
102713,01/05/2020,TSLA,$TSLA seriously who’s buying this 🤦‍♂️ save your money!
102714,01/05/2020,TSLA,$TSLA bulls.. lmao... are your other investments kim jong un?  hes slightly more stable 🤣🤣🤣🤣
102715,01/05/2020,TSLA,$TSLA even Musk can’t bring this stock down lmao 😂
102716,01/05/2020,TSLA,$TSLA pump into close never ends.  Looking for Lower but probably will get burned again 🔥🍿
102717,01/05/2020,TSLA,$TSLA I m reiterating my pt below 600. Why not? 😀
102718,01/05/2020,TSLA,"$TSLA Elon Musk told is friends,  I’m going to tweet and make you richer.  smfh!! SEC need to look 👀 into this"
102719,01/05/2020,TSLA,"$TSLA at least Elon is sending his longs out in style! Lmao. He is not wrong, stock has been overvalued for awhile! $300 to 400 is much more realistic unless he plans on putting rest of the car transportation industry out of business..🤷‍♂️"
102720,01/05/2020,TSLA,$TSLA Musk is his own worst enemy. He finally gets the stock up to nosebleed levels and he keeps pushing it with his bull 💩 tweets. What an idiot. 350 next stop
102721,01/05/2020,TSLA,$TSLA bulls will keep buying on the day of Tesla bankruptcy thinking it’s just a joke from elon and preparation for a short squeeze...😂
102722,01/05/2020,TSLA,$TSLA The feeling of this for Bulls is like when you tell your mom that someone called you ugly and your mom agreed 😢
102723,01/05/2020,TSLA,$TSLA FRAUD IS OVER SEC TAKES OVER 😂😂😂😂👍🏿👍🏿👍🏿
102724,01/05/2020,TSLA,$TSLA he didn’t say what the legit price should be .... $250 obviously 😂😂😂
102725,01/05/2020,AMZN,"$AMZN was so mad at myself for not selling before ER yesterday, but decided to sell and break even afterwards. Counting my blessings after today’s blood bath 🙌🏼"
102726,01/05/2020,TSLA,$TSLA same put would have been worth 1350$ today 🤦‍♂️🤦‍♂️🤦‍♂️
102727,01/05/2020,TSLA,"$TSLA Going back to $420, then go private. 🔥🔥🔥"
102728,01/05/2020,AMZN,$AMZN I thought it was supposed to be 2500 after earnings?!?! Hmmm 🤔 lol
102729,01/05/2020,TSLA,$TSLA wait till Germans and Chinese here CEO said stock is too high.  😂
102730,01/05/2020,AAPL,$AAPL more red days ahead bulls get used to that color for a while at least !! 🤣😂🤣🤣
102731,01/05/2020,TSLA,$TSLA You have to praise Elon's honesty. Now we just wait for Elon's statement that Cyber ​​truck is the ugliest car created on our planet😃🍿
102732,02/05/2020,TSLA,$TSLA what a day 😃 thanks Musk made 3k in 5 mins 👏🏻
102733,02/05/2020,AMZN,"$AMZN 
.
Here we are. Day 1. Get ready ""Bulls"".... see you in June 💯⬇️ at under 1425, weekly 200sma.
."
102734,02/05/2020,TSLA,"$TSLA The fact that he replied with, “no” when he was asked if it was vetted or a joke confirms a big dump on the stock soon lol 😂"
102735,02/05/2020,TSLA,$TSLA Killed it here the last 2 days. Although it was pretty easy. 😎📉📉📉👍
102736,02/05/2020,TSLA,$TSLA y’all got a great CEO 👨‍💼 ver here 😂😂😂😂
102737,02/05/2020,TSLA,"$TSLA 😂.....  Elon Musk Tweeted That Tesla’s Stock Was Too High. The Market Agreed.
Car maker’s shares fall after comment; asked if tweet was vetted or made in jest, CEO says ‘No’"
102738,02/05/2020,AMZN,$AMZN Under 2150 EOW or I’ll delete my account 😂
102739,02/05/2020,TSLA,$TSLA watching a contract I was considering buying go from 20 bucks to over 5000 isn’t very fun 😭
102740,02/05/2020,TSLA,"$TSLA People don’t want to buy overpriced cars during crisis, who would have thought? 🤷🏼‍♂️"
102741,02/05/2020,TSLA,"$TSLA Bulls still struggling to believe that their CEO f***** them over is hilarious 😂😂.  What’s even more funny is longs going against the advice of their own owner and buying more shares, next week will be a bloodbath for them"
102742,03/05/2020,AAPL,$AAPL buuuuuullllllishhh. Buy long. Hold strong 💪
102743,04/05/2020,TSLA,$TSLA see you guys at $800. I’ll be eating my bear toast on the way 😊
102744,05/05/2020,AMZN,$AMZN i need %20 pump😀 = 2760
102745,05/05/2020,AMZN,"$AMZN 2400$ incoming, obvious pulse. Buy or wish you did on the sidelines. 🎯📈💰"
102746,05/05/2020,MSFT,"$MSFT Go long here or live with regrets. Too many catalyst, no need to explain. This price will be a dream in 2 years🎯📈💰"
102747,05/05/2020,TSLA,$TSLA congratulations to all of my fellow Bullish colleagues- looks like Tesla has a good shot at breaking ATH of $968.99 in the coming weeks | months | year. Let’s kindly remind ourselves to be humble to our bears 🐻 unless it’s Jim Chanos | Einhorn.
102748,05/05/2020,AAPL,$AAPL when Apple gets quiet is because major product is coming. 😉
102749,05/05/2020,TSLA,"$TSLA I've rubbed my eyes over and ever again, but the price says 785. It's above the price when Musk sent the tweet! Anyone seen Einhorn / Chanos?! They look very ill, and it has nothing to do with Wuhan Flu 😜"
102750,05/05/2020,TSLA,$TSLA we’ll that was a quick recovery from Friday 😂
102751,05/05/2020,BA,$BA markets up huge-this still red 😂
102752,05/05/2020,DIS,$DIS Why buy it now when you can get it in 90 tomorrow 🤔🤔🤔
102753,05/05/2020,NFLX,$NFLX lmao bears continue to get burned on puts 😂🤦🏻‍♂️
102754,05/05/2020,FB,$FB Should've bought more at $157.00 😂🤦🏾‍♂️
102755,05/05/2020,NFLX,$NFLX flagging 15tf room in 450c for May 08 . If we can clear 432 can see 440 fast 🦏💰
102756,05/05/2020,DIS,$DIS Pete  Nigerian is this with calls apparently 😆. He must love it when theme parks are closed..
102757,05/05/2020,PYPL,$PYPL Great day to sell & buy back post ER. Rules are rules 😉
102758,05/05/2020,WMT,$WMT got a nice 4h cross at 125 🔥✈️
102759,05/05/2020,DIS,"$DIS remember 95 from April 1st.
It wasn’t an April Fool’s Prank.
It was a 5-week bull warning ⚠️"
102760,05/05/2020,TSLA,$TSLA Close above $785 and the shorts are in another world of pain ⚡️
102761,05/05/2020,BA,$BA 😂😂 analyst must have huge bags😂😂
102762,05/05/2020,BA,"But but buy the dip 🥴

$BA"
102763,05/05/2020,FB,$FB see everybody at 215 tomorrow we are headed to the yep you guessed it the moon 🛸🛸🛸
102764,05/05/2020,DIS,$DIS if this is already priced in and this turns out to be a positive ER etc. i’m done 😲
102765,05/05/2020,DIS,$DIS NaNaNaNa NaNaNaNa Ey Ey Ey GoodBYE!! Break 100 😤😤
102766,05/05/2020,BA,$BA no buyers even If the company has no problems in her airplanes. World has changed after coronavirus 🤚 see you below 100$.
102767,05/05/2020,DIS,"$DIS no parks, no movies , no espn!! And ur bulish? 😳😳"
102768,05/05/2020,BA,"$BA 

I wanna take the drugs the bulls are taking currently 😂"
102769,05/05/2020,BA,$BA wow where deep of this company 😂
102770,05/05/2020,DIS,$DIS.. Still rain dancing!! 💸💸. Puts in place ...sorry Disney but it is what it is!!😈😈😈
102771,05/05/2020,CCL,$CCL wao tomorrow morning will be 🙌
102772,05/05/2020,BA,$BA 🖐 hi not sub 100 ? 🤔
102773,05/05/2020,DIS,"$DIS Bulls think it should go up no matter what, even with almost all their stuff shutdown. 😂"
102774,05/05/2020,NVDA,$NVDA Game is on for this baby. Looking to buy some calls tomorrow morning will post the exact entries. 🤞
102775,05/05/2020,DIS,$DIS Theme parks not much different from cruise ships! 🦠
102776,05/05/2020,DIS,$DIS Disney w no parks no movie theaters.. no cruise lines is like Appl w no iPhones 😎
102777,05/05/2020,DIS,$DIS they also announced serving Bulls kebabs at all Disney parks 🤣🤣💩💩🤑🤑🤑🤑🤑🤑
102778,05/05/2020,DIS,$DIS I had to day trade DIS and liked it from short side. Decent position so nice ROI for a few hours. GLTA. M🐆
102779,05/05/2020,DIS,$DIS better start using that Enron accounting of booking future profits today 🤣🤣
102780,05/05/2020,CCL,$CCL lmao what i tell you guys? Ppl were bashing me and insulting me are now bag holders. This sector is finished 😘
102781,05/05/2020,TSLA,$TSLA Market suddenly dropped in 5 min @3.15 pm - unbelievable 🤬 bears are disgusting ugly creatures
102782,05/05/2020,DIS,$DIS Will be looking for entry tomo..but only exciting at $20 bucks😜 otherwise load but at dip of Boeing. GL every pumper..
102783,05/05/2020,FB,$FB 1 hour left to cover your shorts or thanks for 🛒
102784,05/05/2020,DIS,$DIS that’s right!!! SHORT THIS TRASH! let it brnnnnnnnnn baby BURNNN . After destroying Star Wars this is what you get !!!!!! 🔥🔥🔥🔥😁😁😙
102785,06/05/2020,BA,$BA TOMM RIP AND DIP... the usual 🏋🏼‍♀️😎
102786,06/05/2020,DIS,"$DIS has 54.5 mil subs. Why so down?
How possible that 54.5 mil yet unprofitable subs, and yet quarterly profit down 93%. Someone please explain - thanks 🙂
#obvious"
102787,06/05/2020,DIS,$DIS tomorrow at $80 bucks folks! 😄👌
102788,06/05/2020,BABA,"$BABA if open above 195. We will see 200 again tomorrow. If not, maybe more down 😁😁🐉 please wake up Dragon 🐉"
102789,06/05/2020,BA,"$BA 

Dang, cheap, but will be cheaper? When to pull the next trigger.  🤔"
102790,06/05/2020,BA,"$BA 

DOW will be up 3% today and Boeing down -7% 🤣😂"
102791,06/05/2020,DIS,"$DIS 🐒 literal apes trading. 

Zero short term good news. 

Emotional traders may keep this one from tanking as far as it should. I’ll still collect my put profits tomorrow."
102792,06/05/2020,DIS,$DIS AH means nothing and will always mean nothing.  Get ready bulls.  😂😂😂
102793,06/05/2020,TSLA,$TSLA there is a strong correlation between TSLA AND TVIX. When tvix go down TESLA GO UP! Today tesla go up! 🚀🚀🚀🚀🚀💴💴💴💴🚀🚀🚀🚀
102794,06/05/2020,TSLA,$TSLA Haha I guess Elons mouth couldn't stop this stock from bouncing back 🤣🤣🤣
102795,06/05/2020,BABA,"$BABA Yesterday was green. Pre-market is green at 197. BABA bought 50% stakes of Singapore skyscraper. Earning is coming next week. And, Bears keep yelling low 190, and low 180. Does it even make sense? 🤔😒🤣"
102796,06/05/2020,DIS,$DIS The earnings were a blood 🩸 bath 🛀 and it only was a fraction of the quarter.
102797,06/05/2020,DIS,$DIS opening up Shanghai on Monday. Yup at 30% capacity 😆
102798,06/05/2020,DIS,$DIS look at Disney trying to pump itself up to prepare for another drop 🥺🥺🥺😢
102799,06/05/2020,FB,$FB it’s a bull Day. The bears need to take the day off or join us 😤
102800,06/05/2020,BA,$BA Fair Value for Boeing and that's with 50% reduced max planes 32 per month being sold is $115😂
102801,06/05/2020,BA,$BA only way to make money in this garbage is to buy put contracts 👍
102802,06/05/2020,AMZN,$AMZN 2340+ is key 🔑!! Big volumes coming 2340 cross
102803,06/05/2020,TSLA,"$TSLA Shorts trying real hard to crash the market lmaooooooo, in a market dominated by bulls 😂😂🤣🤣🤣"
102804,06/05/2020,BA,$BA bull trap? Asking for a friend 😂
102805,06/05/2020,DIS,$DIS I don’t understand the people who throw money away on closed parks😩😭😭😭😭😭😭
102806,06/05/2020,DIS,$DIS Let it go Disney. You have nothing going for you right now. 👎
102807,06/05/2020,DIS,$DIS Soooo many negatives and very few positives. 👎
102808,06/05/2020,TSLA,$TSLA 420 schmore 20. That's my cost basis. 😏
102809,06/05/2020,BA,$BA lol 😂 no bouce $122 break coming
102810,06/05/2020,CCL,$CCL there you go... good bull good bull 😂
102811,06/05/2020,DIS,$DIS  future is so bright and blinding☀️☀️☀️ all bulls will be saying next 6 months who cares about here and now🙉
102812,06/05/2020,BA,"$BA Wonder how many bulls will buy red now and sell red EOY. Forecast for Boeing is red today, this year and next year. 🥺"
102813,06/05/2020,WMT,$WMT only explanation to this bs in comparison to TGT is that this will 🚀 at closing
102814,06/05/2020,TSLA,$TSLA this what happens when a volatile stock  goes to sleep 💤!
102815,06/05/2020,BA,"$BA 🐻 attack!

Bring this below 120"
102816,06/05/2020,AAPL,$AAPL rum for your lives bears oh the humanity 😱😱😱😱
102817,06/05/2020,BA,$BA tomo market will be red and this one will be easy 110 💩💩💩💩💩💩💩💩💩
102818,06/05/2020,DIS,$DIS Disney buying Disney today with dividend money 🤣🤣🤣
102819,06/05/2020,BRK.B,$BRK.B why would you buy this?😂
102820,06/05/2020,BA,$BA Worst stock I've owned hands down 💩
102821,06/05/2020,DIS,$DIS Waiting on this to bleed some more then gonna be like this 🤩💰
102822,07/05/2020,CCL,$CCL Bye bye bulls. Lmao. Who didn’t see this coming? 😂
102823,07/05/2020,DIS,"$DIS start selling off fellas, next stop: $90 p/s.

😎👊🏼"
102824,07/05/2020,DIS,"$DIS Head shoulders knees and toes, knees and toes! 😎"
102825,07/05/2020,DIS,$DIS so 1.4 bil loss for Q1 and another 1.4 bil loss for Q2 at bare minimum. 2.8 bil loss in 2020. WoW. Just wow. Completely devastating. For sniffles 🤔
102826,07/05/2020,BABA,$BABA on angrybirds  Catapult...250+ after earnings 😉
102827,07/05/2020,DIS,"$DIS nice push today bulls, you're still in la la land. This is going to tank soon enjoy your bags with your flawed reasoning. 🤣😂🤣"
102828,07/05/2020,TSLA,$TSLA So much for an apparent crash because a factory is closed for 2 days....these bears never learn 🤣
102829,07/05/2020,PYPL,$PYPL Bears 🐻 are like WTF! Lol 😂
102830,07/05/2020,PG,$PG it feels so good shorting pg stocks 😁😁😂😂
102831,07/05/2020,PYPL,"$PYPL what a beautiful morning, I’m going to back to curve this anxiety over the last day, thank you bears 🐻"
102832,07/05/2020,PYPL,$PYPL tech stocks rule 🏦  Forget SPY. The current way the world is everything is focused on tech stocks and for a good reason.
102833,07/05/2020,DIS,$DIS now ask your selves🤔 what could possibly make it climb at a ceiling like this 🧗📉📉📉📉
102834,07/05/2020,TSLA,"$TSLA neuronet, A.I mimics human 🧠 =Tesla 🚗! Yea, I dig that😎 . A.I is the future. ""An aircraft does not fly like a bird"" but the wings lift just the same."
102835,07/05/2020,DIS,$DIS Put a trade on from short side a couple of minutes ago. I still think it is overpriced in S/T.  GLTA.  M🐆
102836,07/05/2020,DIS,$DIS At 105 the fire sale begins!  🔥
102837,07/05/2020,SBUX,$SBUX power hour to 80??? 🙏🙏🙏
102838,07/05/2020,CCL,$CCL let’s not get hype bulls Robinhoods going to take their profits today after market and tomorrow will open 13 or below remember not a lot of people hold for weekends so  take advantage and take your gains 👏🏽
102839,07/05/2020,BA,"$BA got myself a straddle at 130s for a trade, going to make big bucks tomorrow!  Love the volatility on this one - it's win win either way it goes! 😎"
102840,07/05/2020,DIS,"$DIS If it doesn’t take a major dump today at the close, I predict tomorrow will be 👎 for longs."
102841,07/05/2020,TSLA,$TSLA where's my forward split you cyborg-baby-naming lunatic 😅
102842,07/05/2020,HD,$HD cashing out will trigger a pull back 🕳️👀
102843,07/05/2020,TSLA,$TSLA sold today. Will look for entry. Previous buy was 356. Don’t think I’ll see that again 😩
102844,07/05/2020,NFLX,$NFLX seems like Netflix will be positive next earnings! Looking forward to adding some when gets below $400! 🥃😎💰
102845,07/05/2020,BABA,$BABA going to $300 at 🐌 pace thi
102846,08/05/2020,DIS,$DIS lol I remember when all the bears on here were shouting this was going to 60 after ER 😂
102847,08/05/2020,BKNG,"$BKNG shorts thought it would go down big, in fact, it will gap up tomorrow! 😆"
102848,08/05/2020,TSLA,"$TSLA production shutdown around the world but this battery man, this battery is a game changer 😂 😂 😂"
102849,08/05/2020,CCL,$CCL To many long holders to sway this stock. The ships way afloat and we predrinking to the 💰💰 💰.  Cash in on the crisis 2020
102850,08/05/2020,TSLA,"$TSLA lol,... people think the virus is the cause and cure of our problems... just 😂😂😂😂👍....."
102851,08/05/2020,TSLA,"$TSLA super bullish, once we hit 30% unemployment. tesla should be at 10,000! 🚀 , Government will buy model 3s for people instead of checks!"
102852,08/05/2020,MCD,"$MCD buy the dip, we going to 190 🚀"
102853,08/05/2020,MSFT,$MSFT Took profits after seeing a 20% upside since last month. I think I’m happy with that 🤩
102854,08/05/2020,TSLA,"$TSLA Another 1/3 of a position short at $821.85, so I'm now at 100.....California says, not so fast Elon.....🎯👨‍🎓😊✌"
102855,08/05/2020,TSLA,$TSLA will you bulls give up if it drops below 8.20? 🤔
102856,08/05/2020,TSLA,"$TSLA The CEO says price is too high, and it’s still going higher. 🧐 Biggest cult following I’ve ever seen. It’ll probably pump into the $900’s though before being brought back to reality."
102857,08/05/2020,AAPL,$AAPL the Apple doesn’t fall far from the nasdaq 😇
102858,08/05/2020,TSLA,$TSLA genius billionaires never make mistakes.. even on ‘shrom 😂
102859,08/05/2020,TSLA,$TSLA A very strong close indeed 🙏🙏🙏
102860,08/05/2020,AAPL,"$AAPL haha guess I should have held those 300 weekly calls (from monday) into the close instead selling thurs. and buying more stock for the divvy.  😎 
 
What is the bear case now?  Charts, no guidance?"
102861,09/05/2020,V,$V   We won’t see revenue meet until 2021 💪💪💪💪 but we’re strong
102862,09/05/2020,MSFT,$MSFT slow and steady wins the race 🐢 🐢 🐢
102863,09/05/2020,DIS,$DIS going add some call hopefully not late to the party 😂😂👍
102864,11/05/2020,AAPL,"$AAPL where the bears at now? Y’all were so loud over the weekend, now y’all quiet 🤫"
102865,11/05/2020,BA,$BA Awful close. Gap down to 120 sounds about right. 🤣🚢⚓📉🐻🐾🐾🐾
102866,11/05/2020,TSLA,$TSLA hahahaaa🤣🤣Elon goin to jail tonight
102867,11/05/2020,TSLA,$TSLA so this is bullish ? 🤣
102868,11/05/2020,TSLA,"$TSLA Desperation brings out the worst in folks!
He knows they are getting eaten alive with this situation so this is his last ditch effort... about as smart as lighting a blunt during an videotaped interview as CEO 😂🤢"
102869,11/05/2020,TSLA,"$TSLA ""I bought Tesla AT ALL TIME HIGHS!"" 🤣"
102870,11/05/2020,WMT,$WMT prediction bef and after ER 130-180 or more!!! 😍
102871,11/05/2020,TSLA,"$TSLA Elon tried to tell everyone here to get out before the stock plummets! He knew he was going to go nuclear! ☢️ 💣 
He gave you a week of heads up! Now its time to sell and sit out until Elon gets out of prison..."
102872,12/05/2020,TSLA,$TSLA Tesla employees really do be reppin their products😂
102873,12/05/2020,TSLA,$TSLA The crash didn’t happen today... Feds supporter money 💰 propped it up. However the situation is going get worse tomorrow. Don’t be in illusion tomorrow - 2-Red days brings a Hefty Green Day not true with Tesla. A Landslide tomorrow
102874,12/05/2020,JNJ,$JNJ always a little Head n Shoulders 🤣
102875,12/05/2020,AAPL,$AAPL 🚨 ALERT:  BTO AAPL 350C 6/19 when market opens . PT $340/350 by June 19.
102876,12/05/2020,TSLA,$TSLA don’t go anywhere bulls I want to see those bullish posts at open 😂
102877,12/05/2020,MCD,"$MCD have you seen how a McDonald's fries and burger can last 10 years and not decay? Like WTF🤢! Even a building made out of bricks and metal decays after 10 years. We need to do better, now that we know better, for us and our children."
102878,12/05/2020,BABA,$BABA Short got burned 🤣 Never go against the biggest Chinese company since it's still undervalued. Price target: $220 near term. $250 by July.
102879,12/05/2020,DIS,"$DIS can’t wait to sell me puts tomorrow for some tasty gains, this will be red by lunch. glta 😬"
